Topology,Traffic,InjectionRate,Throughput,PacketsInjected,PacketsReceived,AvgTotalLatency,AvgHops
Hier3D_Chiplet_Z2,tornado,0.200,0.099955,319915,319855,10.1430,2.5097
Hier3D_Chiplet_Z1,tornado,0.450,0.224821,719555,719426,10.5500,2.5990
Hier3D_Chiplet_Z2,uniform_random,0.350,0.105064,336705,336204,6493.5136,4.1596
Hier3D_Chiplet_Z2,uniform_random,0.250,0.121238,388175,387962,634.6582,4.2654
Hier3D_Chiplet_Z2,tornado,0.250,0.125032,400184,400104,10.2068,2.5210
Hier3D_Chiplet_Z2,tornado,0.100,0.049967,159922,159893,10.0602,2.5018
Hier3D_Chiplet_Z1,uniform_random,0.500,0.140987,451690,451160,8506.3671,4.2052
Hier3D_Chiplet_Z2,tornado,0.300,0.150014,480137,480044,10.2760,2.5334
Hier3D_Chiplet_Z1,uniform_random,0.450,0.143366,459274,458770,6191.3805,4.2056
Hier3D_Chiplet_Z2,uniform_random,0.200,0.099801,319463,319363,15.7984,4.2249
Hier3D_Chiplet_Z2,tornado,0.400,0.199846,639625,639508,10.4773,2.5720
Hier3D_Chiplet_Z2,uniform_random,0.400,0.099869,320110,319582,8740.6685,4.1574
Hier3D_Chiplet_Z2,transpose,0.150,0.074993,240036,239977,15.0737,4.0544
Hier3D_Chiplet_Z2,uniform_random,0.500,0.096333,308790,308265,12612.8319,4.1702
Hier3D_Chiplet_Z2,uniform_random,0.450,0.099766,319785,319250,11337.3571,4.1748
Hier3D_Chiplet_Z4,transpose,0.050,0.025049,80176,80158,16.9559,4.0025
Hier3D_Chiplet_Z4,uniform_random,0.050,0.024997,80011,79991,17.2432,4.1857
Hier3D_Chiplet_Z2,tornado,0.450,0.224820,719555,719423,10.6164,2.5934
Hier3D_Chiplet_Z2,tornado,0.150,0.074999,240036,239996,10.0988,2.5048
Hier3D_Chiplet_Z2,transpose,0.350,0.123149,394501,394077,3601.1222,3.7174
Hier3D_Chiplet_Z2,transpose,0.500,0.138829,444729,444254,5716.8507,3.4079
Hier3D_Chiplet_Z4,uniform_random,0.100,0.049865,159604,159567,17.7694,4.1972
Hier3D_Chiplet_Z4,uniform_random,0.150,0.074797,239439,239349,21.4615,4.2242
Hier3D_Chiplet_Z2,tornado,0.500,0.249866,799716,799571,10.8120,2.6125
Hier3D_Chiplet_Z4,tornado,0.050,0.025051,80176,80163,10.0236,2.4990
Hier3D_Chiplet_Z1,tornado,0.500,0.249867,799716,799573,10.7654,2.6208
Hier3D_Chiplet_Z4,transpose,0.150,0.070336,225275,225074,900.0049,4.0017
Hier3D_Chiplet_Z2,transpose,0.300,0.119129,381564,381213,2351.6428,3.8262
Hier3D_Chiplet_Z4,transpose,0.100,0.049962,159922,159879,18.0273,4.0329
Hier3D_Chiplet_Z2,transpose,0.400,0.129425,414594,414159,4248.5890,3.6156
Hier3D_Chiplet_Z4,tornado,0.200,0.099955,319915,319855,10.1582,2.5097
Hier3D_Chiplet_Z2,tornado,0.350,0.174980,560045,559936,10.3642,2.5505
Hier3D_Chiplet_Z1,transpose,0.500,0.175648,562490,562075,3602.2978,3.7084
Hier3D_Chiplet_Z2,transpose,0.450,0.135226,433168,432723,4909.6465,3.5200
Hier3D_Chiplet_Z4,uniform_random,0.200,0.065347,209536,209109,5333.7580,4.1615
Hier3D_Chiplet_Z4,tornado,0.100,0.049967,159922,159893,10.0621,2.5018
Hier3D_Chiplet_Z4,transpose,0.250,0.078952,253078,252645,4353.1116,3.6208
Hier3D_Chiplet_Z4,transpose,0.200,0.073589,235864,235484,3116.2083,3.7934
Hier3D_Chiplet_Z4,tornado,0.150,0.074999,240036,239996,10.1062,2.5048
Hier3D_Chiplet_Z4,tornado,0.350,0.174980,560045,559936,10.4339,2.5474
Hier3D_Chiplet_Z4,uniform_random,0.400,0.053479,171657,171134,15297.4869,4.1619
Hier3D_Chiplet_Z4,tornado,0.250,0.125032,400184,400104,10.2386,2.5208
Hier3D_Chiplet_Z4,uniform_random,0.250,0.056851,182440,181923,8853.3772,4.1574
Hier3D_Chiplet_Z4,uniform_random,0.350,0.055802,179070,178566,14408.9636,4.1686
Hier3D_Chiplet_Z4,uniform_random,0.500,0.056633,181757,181227,16364.1640,4.1540
Hier3D_Chiplet_Z4,tornado,0.400,0.199846,639625,639507,10.5688,2.5659
Hier3D_Chiplet_Z4,uniform_random,0.300,0.055153,177012,176491,12222.5603,4.1967
Hier3D_Chiplet_Z4,transpose,0.350,0.088381,283295,282820,6656.0205,3.3074
Hier3D_Chiplet_Z4,tornado,0.300,0.150014,480137,480044,10.3259,2.5325
Hier3D_Chiplet_Z4,tornado,0.450,0.224820,719555,719424,10.7193,2.5824
Hier3D_Chiplet_Z4,transpose,0.450,0.098477,315605,315125,7651.0161,3.0995
Hier3D_Chiplet_Z4,transpose,0.300,0.083581,267927,267460,5627.2774,3.4367
Hier3D_Chiplet_Z4,transpose,0.500,0.103147,330554,330069,7939.2532,3.0068
Hier3D_Chiplet_Z4,tornado,0.500,0.249865,799716,799569,10.9011,2.5956
Hier3D_Chiplet_Z4,uniform_random,0.450,0.054426,174701,174162,17159.5736,4.2076
Hier3D_Chiplet_Z4,transpose,0.400,0.093539,299811,299326,7223.0704,3.1988
